Date;consumption
2022-03-27;9655.557350999998
2022-03-30;10487.248217999993
2022-04-06;5826.332899
2022-04-16;2406.816104
2022-04-18;4816.602925
2022-04-23;2430.936263
2022-05-02;4481.707711
2022-05-04;5108.365173
2022-05-06;5038.123293999998
2022-05-13;4913.452399999999
2022-05-16;4928.734167999999
2022-05-20;4884.679195999999
2022-05-24;4927.5763910000005
2022-05-25;5040.9461759999995
2022-05-26;2528.4233560000002
2022-05-31;4949.408885999999
2022-08-02;3396.9431419999996
2022-08-04;3459.7069250000004
2022-08-05;3566.5188310000026
2022-08-11;2832.727382000001
2022-08-17;4711.691449000001
2022-08-19;5426.0065479999985
2022-08-20;4874.946274999998
2022-08-23;5632.9848889999985
2022-08-28;4873.907428999997
2022-09-05;6377.570919999998
2022-09-09;6659.465722999997
2022-09-13;6614.734887000002
2022-09-15;6945.876327999995
2022-09-16;7079.067071999999
2022-09-23;7893.951198000001
2022-09-27;8615.760296999999
2022-09-28;8980.411145000002
2022-09-30;10090.111229999999
2022-10-02;7818.8755310000015
2022-10-08;8358.287385000003
2022-10-19;8403.991171000003
2022-10-20;8857.288699999997
2022-10-22;8003.141975000005
2022-11-04;10014.559642
2022-11-09;9887.427352000004
2022-11-23;10867.573294000003
2022-12-10;13596.448790000006
2022-12-12;16710.420243000008
2022-12-13;17751.09357700001
2022-12-16;17432.304561000004
2022-12-20;12565.573548999999
2022-12-24;6508.180007999997
2022-12-31;6005.8891280000025
2023-01-03;10512.030136
2023-01-05;10230.599278999998
2023-01-08;7728.821463000008
2023-01-14;8108.211079000001
2023-01-15;9110.405804000004
2023-01-29;14154.068194999993
2019-01-05;14641.377481
2019-01-12;14802.603763
2019-01-25;18266.469695
2019-01-28;16587.905211999998
2019-02-11;15370.918191
2019-02-12;16448.646903999994
2019-02-15;16613.945785
2019-02-22;13827.127454
2019-03-17;10571.238141000002
2019-03-19;15730.804428
2019-03-22;13951.785728
2019-04-13;11251.942613
2019-04-17;11301.704269
2019-04-21;4916.174368999999
2019-04-22;5124.207724000001
2019-04-29;11711.547251
2019-05-01;7220.384481999998
2019-05-22;9248.327495
2019-05-24;8019.418642000001
2019-05-26;4934.480038000001
2019-06-11;6894.010942
2019-06-22;3558.055508
2019-06-23;3865.723154
2019-06-27;5683.318261
2019-06-30;5124.087923
2019-07-02;6881.3458709999995
2019-07-07;5241.591238
2019-07-16;6847.369131
2019-08-11;3254.409725
2019-08-13;5101.431593
2019-08-21;6491.940933
2019-08-22;6027.934649
2019-08-23;5851.684671
2019-08-26;6739.072937000001
2019-08-30;6745.637359
2019-08-31;5068.226888
2019-09-10;8283.489597
2019-09-12;7830.399951
2019-09-13;7647.309216
2019-09-15;6169.098349000001
2019-09-17;7657.356098
2019-09-20;8108.5347630000015
2019-09-23;7552.887554000001
2019-09-24;7968.797995999999
2019-09-27;8196.609374
2019-09-29;5497.731162
2019-10-02;8740.594115
2019-10-06;7868.164695
2019-10-13;6619.873591
2019-10-16;9664.52008
2019-10-26;7291.040435999998
2019-10-28;11157.292355
